,election,cycle,fecyear,bonica.rid,bonica.cid,name,lname,ffname,fname,mname,title,suffix,party,state,seat,district,distcyc,ico.status,cand.gender,recipient.cfscore,recipient.cfscore.dyn,contributor.cfscore,dwdime,dwnom1,dwnom2,ps.dwnom1,ps.dwnom2,irt.cfscore,num.givers,num.givers.total,total.receipts,total.disbursements,total.indiv.contribs,total.unitemized,total.pac.contribs,total.party.contribs,total.contribs.from.candidate,ind.exp.support,ind.exp.oppose,prim.vote.pct,pwinner,gen.vote.pct,gwinner,s.elec.stat,r.elec.stat,district.pres.vs,fec.cand.status,recipient.type,igcat,comtype,ICPSR,ICPSR2,Cand.ID,FEC.ID,NID,before.switch.ICPSR,after.switch.ICPSR,party.orig,nimsp.party,nimsp.candidate.ICO.code,nimsp.district,nimsp.office,nimsp.candidate.status
67940,fd2022,2022,2022.0,comm139329,,milk river pac,milk river pac,,,,,,328,DC,federal:committee,,,,,-0.612,-0.693,,,,,,,,25,94,57570.0,65966.53,8250.0,120.0,47000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006255582022,C00625558,C00625558,C00625558,,,,1,,,,,
67941,fd2022,2022,2022.0,comm139330,,valor america,valor america,,,,,,328,TX,federal:committee,,,,,1.514,1.526,,,,,,,,268,467,1007825.52,1110575.26,759087.85,223737.67,25000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006255662022,C00625566,C00625566,C00625566,,,,1,,,,,
67942,fd2022,2022,2022.0,comm139331,,save america from its government,save america from its government,,,,,,328,TX,federal:committee,,,,,1.322,1.318,,,,,,,,1,3,17535.42,17243.84,17397.84,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006255742022,C00625574,C00625574,C00625574,,,,1,,,,,
67943,fd2022,2022,2022.0,comm139334,,merced county democratic central committee,merced county democratic central committee,,,,,,100,CA,federal:committee,,,,,-0.877,-0.901,,,,,,,,28,51,16783.2,9347.95,12149.0,3330.0,1058.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,X,C006256162022,C00625616,C00625616,C00625616,,,,100,,,,,
67944,fd2022,2022,2022.0,comm139344,,democratic women of the south orange county,democratic women of the south orange county,,,,,,328,CA,federal:committee,,,,,-1.197,-1.192,,,,,,,,826,1939,182244.0,173943.64,89116.0,93096.0,0.0,32.0,0.0,0.0,0.0,,,,,,,,,comm,,X,C006257722022,C00625772,C00625772,C00625772,,,,1,,,,,
67945,fd2022,2022,2022.0,comm139358,,bold future pac,bold future pac,,,,,,328,MD,federal:committee,,,,,-0.55,,,,,,,,,1,8,0.0,5135.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006259702022,C00625970,C00625970,C00625970,,,,1,,,,,
67946,fd2022,2022,2022.0,comm139359,,future forum pac,future forum pac,,,,,,328,MD,federal:committee,,,,,-0.711,-0.717,,,,,,,,555,871,663537.96,596565.4,95015.07,17537.53,539500.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006259882022,C00625988,C00625988,C00625988,,,,1,,,,,
67947,fd2022,2022,2022.0,comm139370,,third congressional district republican party of minnesota,third congressional district republican party of minnesota,,,,,,200,MN,federal:committee,,,,,1.189,1.584,,,,,,,,1,20,11412.51,6000.0,0.0,3310.0,3000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,X,C006260932022,C00626093,C00626093,C00626093,,,,200,,,,,
67948,fd2022,2022,2022.0,comm139372,,"committee for working families, sponsored by labor organizations",committee for working families,sponsored by labor organizations,sponsored,by labor,,,328,CA,federal:committee,,,,,-1.053,-0.954,,,,,,,,7,53,203765.52,178971.72,115000.0,25.0,87708.41,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006261192022,C00626119,C00626119,C00626119,,,,1,,,,,
67949,fd2022,2022,2022.0,comm139379,,port pac,port pac,,,,,,328,CA,federal:committee,,,,,-0.437,,,,,,,,,4,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006261842022,C00626184,C00626184,C00626184,,,,1,,,,,
67950,fd2022,2022,2022.0,comm125928,,the seasonal employer pac,the seasonal employer pac,,,,,,328,VA,federal:committee,,,,,0.946,1.044,,,,,,,,60,191,117800.0,96591.74,117800.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006265642022,C00626564,C00626564,C00626564,,,,1,,,,,
67951,fd2022,2022,2022.0,comm126549,,utepac,utepac,,,,,,328,UT,federal:committee,,,,,-1.202,-2.001,,,,,,,,19,93,16171.23,597.92,8162.29,8008.94,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,V,C006266712022,C00626671,C00626671,C00626671,,,,1,,,,,
67952,fd2022,2022,2022.0,comm128931,,wfp ie committee,wfp ie committee,,,,,,328,NY,federal:committee,,,,,-1.168,-1.181,,,,,,,,6196,21998,1856378.57,4574388.95,426689.06,419536.35,930153.16,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006268612022,C00626861,C00626861,C00626861,,,,1,,,,,
67953,fd2022,2022,2022.0,comm130011,,murrysville export republican committee,murrysville export republican committee,,,,,,200,PA,federal:committee,,,,,1.196,1.18,,,,,,,,24,38,24288.0,35483.46,15164.0,5508.0,200.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,X,C006270422022,C00627042,C00627042,C00627042,,,,200,,,,,
67954,fd2022,2022,2022.0,comm130257,,legislative majority pac,legislative majority pac,,,,,,328,DC,federal:committee,,,,,-1.05,-1.04,,,,,,,,372,1370,1999487.42,2115192.04,2840.0,14722.8,1969410.31,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006270752022,C00627075,C00627075,C00627075,,,,1,,,,,
67955,fd2022,2022,2022.0,comm130372,,united for progress pac,united for progress pac,,,,,,328,FL,federal:committee,,,,,-1.122,-1.279,,,,,,,,3,11,518000.0,818925.05,10000.0,0.0,508000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006271412022,C00627141,C00627141,C00627141,,,,1,,,,,
67956,fd2022,2022,2022.0,comm130378,,one vote at a time,one vote at a time,,,,,,328,CA,federal:committee,,,,,-1.165,-1.144,,,,,,,,4,280,2954.82,21209.87,0.0,306.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006271582022,C00627158,C00627158,C00627158,,,,1,,,,,
67957,fd2022,2022,2022.0,comm132599,,napoleon pac,napoleon pac,,,,,,328,LA,federal:committee,,,,,-0.222,-0.43,,,,,,,,13,69,66260.22,59477.2,66260.22,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006278362022,C00627836,C00627836,C00627836,,,,1,,,,,
67958,fd2022,2022,2022.0,comm134702,,union county gop,union county gop,,,,,,200,NC,federal:committee,,,,,1.515,,,,,,,,,2,13,1075.0,6508.37,0.0,75.0,1000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,X,C006279682022,C00627968,C00627968,C00627968,,,,200,,,,,
67959,fd2022,2022,2022.0,comm134706,,maine patriot super pac,maine patriot super pac,,,,,,328,ME,federal:committee,,,,,1.586,1.52,,,,,,,,1,6,515.95,718.9,225.01,290.94,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006279842022,C00627984,C00627984,C00627984,,,,1,,,,,
67960,fd2022,2022,2022.0,comm134722,,"california almond industry pac federal, sponsored by the almond alliance of california",california almond industry pac federal,sponsored by the almond alliance of california,sponsored,by the,,,328,CA,federal:committee,,,,,0.097,-0.244,,,,,,,,8,49,8900.0,13192.67,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,V,N,C006279922022,C00627992,C00627992,C00627992,,,,1,,,,,
67961,fd2022,2022,2022.0,comm134803,,golden state leadership fund pac,golden state leadership fund pac,,,,,,328,CA,federal:committee,,,,,-0.953,-0.984,,,,,,,,3,13,75253.84,34252.77,70000.0,0.0,5253.84,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006280082022,C00628008,C00628008,C00628008,,,,1,,,,,
67962,fd2022,2022,2022.0,comm135747,,missouri right to life victory fund,missouri right to life victory fund,,,,,,328,MO,federal:committee,,,,,1.605,1.605,,,,,,,,4,5,55248.24,26699.83,50000.0,226.48,5000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006281152022,C00628115,C00628115,C00628115,,,,1,,,,,
67963,fd2022,2022,2022.0,comm137638,,1848 pac,1848 pac,,,,,,328,WI,federal:committee,,,,,0.59,1.014,,,,,,,,9,19,34000.0,19080.08,24000.0,0.0,10000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006286692022,C00628669,C00628669,C00628669,,,,1,,,,,
67964,fd2022,2022,2022.0,comm138565,,the political revolution,the political revolution,,,,,,328,CO,federal:committee,,,,,-1.277,-1.272,,,,,,,,4,190,260.5,622.11,0.0,260.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006288182022,C00628818,C00628818,C00628818,,,,1,,,,,
67965,fd2022,2022,2022.0,comm139401,,the majority rules,the majority rules,,,,,,328,IA,federal:committee,,,,,-1.076,-1.082,,,,,,,,3687,11021,199453.99,253268.94,57014.45,142439.54,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006290632022,C00629063,C00629063,C00629063,,,,1,,,,,
67966,fd2022,2022,2022.0,comm139402,,fearless for the people pac,fearless for the people pac,,,,,,328,CA,federal:committee,,,,,-0.951,-1.189,,,,,,,,5,2987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006290712022,C00629071,C00629071,C00629071,,,,1,,,,,
67967,fd2022,2022,2022.0,comm139448,,cal freedom pac (multi candidate cmte),cal freedom pac (multi candidate cmte),,,,,,328,CA,federal:committee,,,,,1.145,1.458,,,,,,,,1,19,174684.97,179623.18,1500.0,80.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,V,C006291472022,C00629147,C00629147,C00629147,,,,27,,,,,
67968,fd2022,2022,2022.0,comm139492,,the resurgent left,the resurgent left,,,,,,328,CA,federal:committee,,,,,-1.222,-1.285,,,,,,,,10,92,699.05,5237.62,0.0,684.02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006291542022,C00629154,C00629154,C00629154,,,,1,,,,,
67969,fd2022,2022,2022.0,comm139502,,all for our country leadership pac,all for our country leadership pac,,,,,,328,DC,federal:committee,,,,,-0.651,-0.68,,,,,,,,184,551,916454.67,1023551.13,175800.0,0.0,589500.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006292122022,C00629212,C00629212,C00629212,,,,1,,,,,
67970,fd2022,2022,2022.0,comm139511,,granite values pac,granite values pac,,,,,,328,NH,federal:committee,,,,,-0.753,-0.701,,,,,,,,126,399,711270.0,633558.09,64400.0,20.0,438550.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006293112022,C00629311,C00629311,C00629311,,,,1,,,,,
67971,fd2022,2022,2022.0,comm139522,,ultraviolet pac,ultraviolet pac,,,,,,328,DC,federal:committee,,,,,-1.086,-1.097,,,,,,,,3080,12407,146272.66,193506.8,26540.0,104982.66,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006294772022,C00629477,C00629477,C00629477,,,,1,,,,,
67972,fd2022,2022,2022.0,comm139532,,build our movement pac,build our movement pac,,,,,,328,WA,federal:committee,,,,,-1.136,-1.14,,,,,,,,40,112,251001.0,287044.5,231000.0,1.0,15000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006295762022,C00629576,C00629576,C00629576,,,,1,,,,,
67973,fd2022,2022,2022.0,comm139541,,no labels problem solvers political action committee (no labels problem solvers pac),no labels problem solvers political action committee (no labels problem solvers pac),,,,,,328,DC,federal:committee,,,,,-0.258,-0.061,,,,,,,,57,181,223195.0,202538.1,217550.0,645.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,M,N,C006297092022,C00629709,C00629709,C00629709,,,,1,,,,,
67974,fd2022,2022,2022.0,comm139549,,building opportunities for a stronger tomorrow b.o.s.t. pac,building opportunities for a stronger tomorrow b.o.s.t. pac,,,,,,328,GA,federal:committee,,,,,0.777,0.818,,,,,,,,19,46,79544.04,74407.19,29750.0,75.0,36000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006298322022,C00629832,C00629832,C00629832,,,,1,,,,,
67975,fd2022,2022,2022.0,comm139559,,jenni achieving goals & opportunities   jgo lpac,jenni achieving goals & opportunities  jgo lpac,,,,,,328,PR,federal:committee,,,,,0.423,0.191,,,,,,,,7,120,26000.0,61876.85,6000.0,0.0,20000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006299982022,C00629998,C00629998,C00629998,,,,1,,,,,
67976,fd2022,2022,2022.0,comm139563,,health coach pac,health coach pac,,,,,,328,VA,federal:committee,,,,,-0.524,-0.804,,,,,,,,1,8,1500.0,2139.25,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,M,N,C006300382022,C00630038,C00630038,C00630038,,,,1,,,,,
67977,fd2022,2022,2022.0,comm139569,,all in 2020,all in 2020,,,,,,328,CA,federal:committee,,,,,-1.093,-0.781,,,,,,,,2,5,0.0,2112.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,V,C006301032022,C00630103,C00630103,C00630103,,,,1,,,,,
67978,fd2022,2022,2022.0,comm139571,,democracy legacy,democracy legacy,,,,,,328,FL,federal:committee,,,,,-1.284,-1.611,,,,,,,,2,21,18807.1,18765.73,9750.0,557.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006301292022,C00630129,C00630129,C00630129,,,,1,,,,,
67979,fd2022,2022,2022.0,comm139582,,oc jobs & education,oc jobs & education,,,,,,328,CA,federal:committee,,,,,-0.523,-0.404,,,,,,,,23,31,79500.0,71057.5,16000.0,0.0,63500.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006302852022,C00630285,C00630285,C00630285,,,,1,,,,,
67980,fd2022,2022,2022.0,comm148595,,block by block pac,block by block pac,,,,,,328,PA,federal:committee,,,,,-0.866,-0.783,,,,,,,,74,176,83970.5,90253.66,14250.0,1970.5,67750.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006305412022,C00630541,C00630541,C00630541,,,,1,,,,,
67981,fd2022,2022,2022.0,comm148598,,fight for a better america,fight for a better america,,,,,,328,NY,federal:committee,,,,,-1.142,-1.169,,,,,,,,345,1046,14615.0,38368.35,10250.0,4365.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006305822022,C00630582,C00630582,C00630582,,,,1,,,,,
67982,fd2022,2022,2022.0,comm148603,,justice democrats pac,justice democrats pac,,,,,,328,TN,federal:committee,,,,,-1.203,-1.191,,,,,,,,21787,74740,6474081.75,6858394.38,1571839.41,1853947.99,9375.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,Q,C006306652022,C00630665,C00630665,C00630665,,,,1,,,,,
67983,fd2022,2022,2022.0,comm148606,,up pac,up pac,,,,,,328,CA,federal:committee,,,,,-1.105,-1.049,,,,,,,,8,671,1636.0,923.52,360.0,1276.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,V,C006306992022,C00630699,C00630699,C00630699,,,,1,,,,,
67984,fd2022,2022,2022.0,comm148607,,national democratic redistricting pac,national democratic redistricting pac,,,,,,328,IL,federal:committee,,,,,-1.132,-1.13,,,,,,,,4395,37879,4336219.41,5101619.01,1231543.52,3065180.89,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006307072022,C00630707,C00630707,C00630707,,,,1,,,,,
67985,fd2022,2022,2022.0,comm148617,,pa pac aka patriot action,pa pac aka patriot action,,,,,,328,DC,federal:committee,,,,,1.576,1.537,,,,,,,,5,11,60500.0,64483.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,V,C006308302022,C00630830,C00630830,C00630830,,,,1,,,,,
67986,fd2022,2022,2022.0,comm148630,,abraham lincoln pac,abraham lincoln pac,,,,,,328,GA,federal:committee,,,,,0.371,0.535,,,,,,,,156,226,784459.03,765118.11,69150.0,0.0,544500.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,Q,C006310512022,C00631051,C00631051,C00631051,,,,1,,,,,
67987,fd2022,2022,2022.0,comm148633,,"chamberpac fed, sponsored by california chamber of commerce",chamberpac fed,sponsored by california chamber of commerce,sponsored,by california,,,328,CA,federal:committee,,,,,0.279,,,,,,,,,2,11,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,M,N,C006310852022,C00631085,C00631085,C00631085,,,,1,,,,,
67988,fd2022,2022,2022.0,comm148655,,only if you run,only if you run,,,,,,328,MA,federal:committee,,,,,-1.196,-1.251,,,,,,,,9,751,0.0,1406.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006311922022,C00631192,C00631192,C00631192,,,,1,,,,,
67989,fd2022,2022,2022.0,comm148671,,blue rising,blue rising,,,,,,328,CO,federal:committee,,,,,-1.111,-1.128,,,,,,,,20,384,1335.6,2712.06,0.0,695.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,Q,C006313172022,C00631317,C00631317,C00631317,,,,1,,,,,
67990,fd2022,2022,2022.0,comm148690,,mainers for accountable leadership,mainers for accountable leadership,,,,,,328,ME,federal:committee,,,,,-1.156,-1.163,,,,,,,,150,4137,7753.12,119518.68,894.0,6859.12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,V,C006314812022,C00631481,C00631481,C00631481,,,,1,,,,,
67991,fd2022,2022,2022.0,comm148691,,defense of liberty pac,defense of liberty pac,,,,,,328,VA,federal:committee,,,,,1.631,1.624,,,,,,,,2,2,15000.0,0.0,10000.0,0.0,5000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,Q,C006315072022,C00631507,C00631507,C00631507,,,,1,,,,,
67992,fd2022,2022,2022.0,comm148695,,forward majority action,forward majority action,,,,,,328,DC,federal:committee,,,,,-1.141,-1.141,,,,,,,,1486,2387,14585333.57,14762406.8,13403754.92,78049.67,51800.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006315492022,C00631549,C00631549,C00631549,,,,1,,,,,
67993,fd2022,2022,2022.0,comm148741,,pa values,pa values,,,,,,328,PA,federal:committee,,,,,-0.825,-0.705,,,,,,,,7,149,474982.54,469210.5,325000.0,0.0,150000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006319032022,C00631903,C00631903,C00631903,,,,1,,,,,
67994,fd2022,2022,2022.0,comm148785,,california young democrats fed pac,california young democrats fed pac,,,,,,100,CA,federal:committee,,,,,-1.112,-1.089,,-0.372,,,,,,300,1712,53121.43,45499.4,10960.0,23420.0,18610.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,X,C006322812022,C00632281,C00632281,C00632281,,,,100,,,,,
67995,fd2022,2022,2022.0,comm148794,,defend our conservative senate pac (doc s pac),defend our conservative senate pac (doc s pac),,,,,,328,VA,federal:committee,,,,,0.227,0.111,,,,,,,,125,151,415435.47,416158.05,16000.0,0.0,351000.0,5000.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006323232022,C00632323,C00632323,C00632323,,,,1,,,,,
67996,fd2022,2022,2022.0,comm117670,,let america vote pac,let america vote pac,,,,,,328,DC,federal:committee,,,,,-1.111,-1.113,,,,,,,,115918,211764,11114257.17,11534784.98,3902704.25,7010463.11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006323982022,C00632398,C00632398,C00632398,,,,1,,,,,
67997,fd2022,2022,2022.0,comm139707,,real justice pac,real justice pac,,,,,,328,CA,federal:committee,,,,,-1.228,-1.239,,,,,,,,4747,17214,1664374.63,2145056.83,162673.6,257470.35,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,V,C006325542022,C00632554,C00632554,C00632554,,,,1,,,,,
67998,fd2022,2022,2022.0,comm139710,,integrity first pac,integrity first pac,,,,,,328,DC,federal:committee,,,,,-1.078,-1.089,,,,,,,,6565,18890,545968.84,748012.7,168538.17,377430.67,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,V,C006325622022,C00632562,C00632562,C00632562,,,,1,,,,,
67999,fd2022,2022,2022.0,comm139719,,conservative louisiana,conservative louisiana,,,,,,328,VA,federal:committee,,,,,0.882,0.902,,,,,,,,121,129,1994655.0,663272.42,1989500.0,155.0,5000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006326792022,C00632679,C00632679,C00632679,,,,1,,,,,
68000,fd2022,2022,2022.0,comm139810,,white coat waste pac,white coat waste pac,,,,,,328,VA,federal:committee,,,,,-0.738,-0.676,,,,,,,,32,43,99712.0,60707.73,98749.0,963.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,Q,C006327602022,C00632760,C00632760,C00632760,,,,1,,,,,
68001,fd2022,2022,2022.0,comm139862,,allies for educational equity,allies for educational equity,,,,,,328,DC,federal:committee,,,,,-0.676,-0.41,,,,,,,,10,224,13923.23,17448.72,1500.0,2423.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006328022022,C00632802,C00632802,C00632802,,,,1,,,,,
68002,fd2022,2022,2022.0,comm139939,,conservative ideals pac,conservative ideals pac,,,,,,328,OK,federal:committee,,,,,1.652,1.681,,,,,,,,2,2,15000.0,0.0,10000.0,0.0,5000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,Q,C006329352022,C00632935,C00632935,C00632935,,,,1,,,,,
68003,fd2022,2022,2022.0,comm139966,,developing a new generation pac (dang pac),developing a new generation pac (dang pac),,,,,,328,VA,federal:committee,,,,,-0.668,-0.813,,,,,,,,48,119,158510.0,171071.27,20000.0,10.0,138500.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006329922022,C00632992,C00632992,C00632992,,,,1,,,,,
68004,fd2022,2022,2022.0,comm139976,,i got your back pac,got,,,i,,,328,DC,federal:committee,,,,,-0.698,-0.744,,,,,,,,63,79,236857.95,209106.74,38500.0,0.0,165000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006331562022,C00633156,C00633156,C00633156,,,,1,,,,,
68005,fd2022,2022,2022.0,comm139977,,building innovative good government solutions pac,building innovative good government solutions pac,,,,,,328,VA,federal:committee,,,,,1.455,1.455,,,,,,,,3,7,11550.0,10734.7,11550.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006331642022,C00633164,C00633164,C00633164,,,,1,,,,,
68006,fd2022,2022,2022.0,comm139983,,314 action fund,314 action fund,,,,,,328,DC,federal:committee,,,,,-1.107,-1.111,,,,,,,,142229,320441,12615125.02,12956478.42,3275516.32,7183268.0,5840.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,W,C006332482022,C00633248,C00633248,C00633248,,,,1,,,,,
68007,fd2022,2022,2022.0,comm139992,,structured finance coalition political action committee (structured finance pac),structured finance coalition political action committee (structured finance pac),,,,,,328,DC,federal:committee,,,,,-0.503,-0.474,,,,,,,,45,73,109572.0,122059.56,43350.0,222.0,66000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,M,N,C006333542022,C00633354,C00633354,C00633354,,,,1,,,,,
68008,fd2022,2022,2022.0,comm139994,,stop republicans,stop republicans,,,,,,328,IL,federal:committee,,,,,-1.134,-1.133,,,,,,,,312680,972242,28153301.13,28441363.96,10612761.89,17506803.47,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,V,C006334042022,C00633404,C00633404,C00633404,,,,1,,,,,
68009,fd2022,2022,2022.0,comm140140,,old north state pac,old north state pac,,,,,,328,NC,federal:committee,,,,,0.646,1.094,,,,,,,,16,29,186821.67,174794.94,750.0,465.0,41000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006338182022,C00633818,C00633818,C00633818,,,,1,,,,,
68010,fd2022,2022,2022.0,comm140148,,sanctity of life pac,sanctity of life pac,,,,,,328,VA,federal:committee,,,,,1.601,1.644,,,,,,,,2,2,15000.0,0.0,10000.0,0.0,5000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,Q,C006339582022,C00633958,C00633958,C00633958,,,,1,,,,,
68011,fd2022,2022,2022.0,comm140162,,defend us pac,defend us pac,,,,,,328,VA,federal:committee,,,,,1.308,1.336,,,,,,,,16,20,4658085.8,4515274.51,4302555.58,0.0,352500.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006342612022,C00634261,C00634261,C00634261,,,,1,,,,,
68012,fd2022,2022,2022.0,comm140172,,golden rule pac,golden rule pac,,,,,,328,DC,federal:committee,,,,,-0.456,-0.489,,,,,,,,27,81,65212.8,80579.53,22500.0,0.0,41200.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006344362022,C00634436,C00634436,C00634436,,,,1,,,,,
68013,fd2022,2022,2022.0,comm140179,,defend freedom political action committee,defend freedom political action committee,,,,,,328,WI,federal:committee,,,,,1.439,1.489,,,,,,,,9,16,81062.46,79298.13,2500.0,5.0,30000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006345192022,C00634519,C00634519,C00634519,,,,1,,,,,
68014,fd2022,2022,2022.0,comm140182,,the arena pac,the arena pac,,,,,,328,DC,federal:committee,,,,,-1.09,-1.066,,,,,,,,4,117,525.0,166309.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006345842022,C00634584,C00634584,C00634584,,,,1,,,,,
68015,fd2022,2022,2022.0,comm140188,,conservative triumph fund,conservative triumph fund,,,,,,328,CA,federal:committee,,,,,1.405,1.42,,,,,,,,1993,2259,0.0,6250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006347172022,C00634717,C00634717,C00634717,,,,1,,,,,
68016,fd2022,2022,2022.0,comm140193,,pelican pac,pelican pac,,,,,,328,LA,federal:committee,,,,,0.975,1.233,,,,,,,,90,376,377129.01,381380.56,237300.0,2.0,124400.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006347742022,C00634774,C00634774,C00634774,,,,1,,,,,
68017,fd2022,2022,2022.0,comm140198,,protect life pac,protect life pac,,,,,,328,VA,federal:committee,,,,,1.652,1.681,,,,,,,,2,2,15000.0,0.0,10000.0,0.0,5000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,Q,C006348572022,C00634857,C00634857,C00634857,,,,1,,,,,
68018,fd2022,2022,2022.0,comm140218,,"rwa fund, inc.",rwa fund,inc.,inc.,,,,328,GA,federal:committee,,,,F,1.394,1.501,,,,,,,,6,27,28400.0,36653.13,20500.0,0.0,5000.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006352012022,C00635201,C00635201,C00635201,,,,1,,,,,
68019,fd2022,2022,2022.0,comm140219,,david pac delivering american values in dc,david pac delivering american values in,,,, dc,,328,TN,federal:committee,,,,,1.085,1.135,,,,,,,,17,51,91200.0,81533.63,25000.0,0.0,46500.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,N,C006352192022,C00635219,C00635219,C00635219,,,,1,,,,,
68020,fd2022,2022,2022.0,comm140221,,stars and stripes forever pac,stars and stripes forever pac,,,,,,328,VA,federal:committee,,,,,1.558,1.576,,,,,,,,385,1430,557627.85,870666.73,287083.24,237382.56,0.0,0.0,0.0,0.0,0.0,,,,,,,,,comm,,O,C006352432022,C00635243,C00635243,C00635243,,,,1,,,,,
